summary,text
밤길을 헤매고 서낭님에게 잘못을 빌고 집안을 위해 기도한 내용 추가됨.," 박씨는 다시 발길을 돌렸다. 이미 어둡기 시작한 날이라 이십 리나 걸어야 할 밤길이 적이 근심되었 으나 가다가 죽는 한이 있다 하더라도 아니 돌아설 수가 없었다.[ADDED] 아득한 밤 길을 헤엄이나 치듯 갈팡질팡 어릅쓰러 마을 앞까지 이르렀을 때는 밤은 이 미 자정에 가까웠으리라. 고요한 정적에 잠겼는데, 이따금 개 소리만이 겅 겅 하고 건너 산에 반향을 일으킨다. 박씨는 요행히 주막집에 불이 켜 있는 것을 보고 달려가 아직 주머니 귀 에 남아 있는 바늘통을 판 밑천으로 양초 두 자루, 백지 다섯 장을 사 들고 우선 뒷산 서낭당으로 올라갔다. 자기의 지금까지의 그 잘못을 서낭님께 뉘 우쳐 보자는 것이다. 초에다 불을 켜서 서낭님의 앞에 가지런히 한 쌍을 꽂아 놓고 공손히 읍 을 하고 서서 오늘 하루의 지난 일을 눈물을 흘리며 뉘우쳤다. 그리고 시어미의 마음을 고쳐 달라 빌고, 남편을 이해시켜 달라 빈 다음 아무럭해서도 자손을 보게 하여 남편의 그 수심을 하루바삐 풀게 해주고 집 안의 대를 이러 달라 간곡히 빌었다. 그리고 다시 절을 하고 나서 백지 다 섯 장을 연거푸 소지를 올렸다. 그런 다음, 집으로 발길을 돌리며 내려다보니 남편의 방에도 시어미의 방 에도 아직 불은 빨갛게 켜져 있는데, 오직 자기의 방만이 홀로 어둠에 싸여 서 어서 주인이 돌아와 밝혀 주기를 기다리는 듯하였다. 박씨는 불빛을 향하여 걸음을 재촉했다. 개 짖는 소리가 사탁 아래 또 들린다. 〔발표지〕《여성》(1935. 1) 〔수록단행본〕""병풍에 그린 닭이""(조선출판사, 1944) .[/ADDED]"
환자의 최후 순간에 대한 공포와 그 반전으로 환자의 회복이 추가됨.," 무겁고 가슴 저린 시간은 흐르고 그냥 흘러갔다. 세 시, 네 시, 다섯시, 꺼 질 듯한 괴로운 침묵 아래 환자의 숨소리만 그냥 규칙적으로 계속될 뿐이었 다.[ADDED] 시간은 따지자면 주사를 떼어 지 칠팔 시간 ─ 약의 효과의 지속 시간을 인젠 다 지낸 셈이다. 최후의 순간을 기다리는 공포 때문에 우리의 마음은 커다란 바위에 눌린 듯이 아팠다. 간호부가 들어 왔다. 간호부는 예(例)에 의지하여 기계적으로 맥과 열과 호흡을 본 뒤에, 손을 환자의 어깨 아래로 넣어서 덜컥덜컥 들추었다. 이때의 심적 공포를 어떻게 형용할까. 인젠 최후로다 하는 단 한 가지의 생각이었다. 번쩍? 환자의 눈은 뜨였다. 공포에 위압된 눈자위였다. 그 눈으로 몇 번을 두리 번두리번 눈알을 구을리었다. 어디서 보시는지 초점은 무한한 먼 곳을 보시 는 모양으로, 지향 없이 몇 번 눈알을 구을리신다. 그러나 그 주위에 있는 우리의 얼굴들이며 전등이며 보시지도 못하시는 모양이었다. “아 마.” 무슨 기계에서 울려 나오는 듯한 기괴한 소리까지 내셨다. 그런 뒤에는 다 시 눈을 감으셨다. 걸그렁걸그렁. 아까와 마찬가지로 기막히는, 괴로운 숨 소리지만 다시 이방의 정숙을 깨뜨릴 뿐이었다. 그 가운데에서 우리들은 한 결같이 몸을 사시나무 떨 듯 떨고 있었다. 아침, 날이 밝는 것과 동시에 우리들의 공포의 예기에 반하여 어머님은 다 시 정신이 드셨다. 눈을 번쩍 뜨시며, “나 물 좀 다오.” 하실 때 우리는 환희 때문에 가슴이 터질 듯하였다. 급히 청하여 온 의사 는 진찰을 하여 본 뒤에, 어젯밤의 선고를 취소하였다. [/ADDED]"
조선 내부 분열과 일본의 국제정치적 위기에 대한 설명이 추가됨.,"네 사람만 모이면 둘씩 둘씩 패가 갈리어 싸움을 하는 것이 조선 사람…… 개화당 안에도 그새 벌써 김홍집어윤중은 대원군파, 박영효서광범은 민 비파, 이렇게 두 파로 분열이 생겨가지고 연방 갈등이 생기고 하였다. 일본 의 세력을 업고 들어와 제 힘이라고는 없이 생겨진 일종의 허수아비 정부였 다.[ADDED] 그런 것이 우환 중에 내부 분열까지 생기니 하는 일이 일답게 되어질 리가 없었다. 조그마한 일본이 노대제국 청국을 이겨 넘어뜨린 것은 노서아를 비롯하여 구미열강에게 큰 놀람이었다. 조선을 손아귀에 넣고 만주의 요동반도를 차지한 일본은 노서아의 극동정 책에 대하여 마침내 현실적으로 목에 비수를 겨눈 격이었다. 노서아는 불란서와 독일을 추겨가지고 소위 삼국간섭이라는 것을 하여 일 본이 청국에게서 배상으로 빼앗은 요동반도를 도로 빼앗아 청국에 돌려주었 다. 일본은 원통 하나 설마 한 마리의 어린 표범으로 북방의 곰 외에 두 마 리씩 덤비는 맹수와 싸울 용기는 없었다. 의기양양하였던 일본은 어깨가 축 늘어졌다. 이 국제관계의 소장(消長)은 재빨리 한국 조정에 미치었다. 개화당의 친일 파는 밀려나고 친로파(親露派)가 득세를 하였다. 박영효 일파는 역신에 몰 려 일본으로 망명을 하였다. 개화당과 일본 세력에 눌렸던 민비와 그 일파 는 기회를 타 웨베르와 손을 잡았다. 이완용이범진 따위도 이때는 친로파 였었다. 그렇지 않아도 악이 잔뜩 받친 일본이 가만히 있을 리가 없었다. 일본 공 사 삼포(三浦)는 수비대와 검객을 몰로 궁중으로 들어가 고종을 협박하여 친로파를 쫓고 친일파의 정부를 고쳐 세우게 하였다. 이번에 민비는 몸을 피해 달아나다가 일인 검객에게 해를 입은 바 되었다. 물론 계획적으로 한 흉행이었다. 이것이 을미(乙未 : 高宗[고종] 32년, 西紀[서기] 1895년) 팔 월 이십일의 변이었다.[/ADDED]"
이주사와 다른 사람들의 수입과 채향이의 관계에 대한 복잡한 상황이 추가됨.," 차첨지에게 있어서는 이주사가 채향이 한곬에만 빠져 있어서는 안되었다. 그것은 직접 그들의 수입에 영향이 미치기 때문이다.[ADDED] 비단 이주사뿐 아니라 이주사와 같은 패의 사람들에게 될 수 있으면 자주 새자리를 갈아대어야만 쌀 가만히가 그치지 않고 생기는 것이었다. 더구나 돈 잘 쓰는 이주사를 채 향이한테 독차지 당하고, 뿐만 아니라 채향이에게서 은근짜란 직업이 없어 지고 보니 그야말로 게도 구럭도 잃은 셈이 된 그들은 기회만 있으면 만만한 채향이에게 트집을 잡으려 드는 것이었으나, 그러나 채향이는 치지 도외 하고 여지껏 한 번도 탄하지를 않았다. 담배 연기를 한숨 섞어 길게 내뿜고 앉아 있던 채향이의 살피죽 좋은 얼굴 만은 탐스러워 보였으나, 분결 위로 드러나 있는 이마의 잔주름과 검은 기 미 끼인 눈시울에는 낡고 여윈 티가 분명히 나타나 있어, 인제 갓 서른밖에 안되는 나이로는 겉 늙은 편이다. 채양이는 저녁을 지을 참으로 행주치마를 졸라매고 나가려는 간난이에게 “너 또 한 번 가서 이주사 얼른 좀 오시라구 그래라.” “아이 난 싫어. 또 그 밴덕스런 할머니가 야단치라구.” “그럼 대수냐. 노인네들 그러는 거, 어서 한 번 더 갔다 온.” 간난이를 겨우 보내놓고 난 채향이는 ‘……더 망설일 것 없어 피차에 답답만 하구…….’ 저고리 매무시를 고치며 마음을 가다듬었다. 지금 채향이는 망설이는 마음을 스스로 채찍질하여 진퇴양난한 처지에서 자기 자신을 건져내려고 애쓰고 있는 것이다. 나이가 가리키는 똑바른 지각 이 이제 비로소 눈을 떴기 때문이었다. [/ADDED]"
시어머니의 화와 그 원인을 추측하는 복잡한 감정 상태가 추가됨.," 그러나 아무리 그렇더라도 시어머니가 저 대도록 성정이 났을 바엔 무슨 잘 못이 든 잘못이 있는 것이 분명하였다. ‘무엇일까?[ADDED]’ ‘어디가 잘못되었을까?’ ‘하시던 말씀대로 잠드신 새 나간 것이?’ ‘물이나 냉큼 떠가지고 들어오 들이랑 안고 한참 충 그린 것이?’ 억색하던 것은 그 순간이요 진주는 잘못을 찾아내기에, 얼른 잘못을 찾아 내지 못해 마음이 급하고 애가 쓰였다. 박씨 부인은 한호흡 깊이 들이쉬더니 호통은 고함으로 돌변하여 “으응? 날 만두 허구말구우! ……” 하고 끝목을 길게 빼어 지른다. 그 높고 거친 품이 흡사 황소의 영각이었 다. 진주는 하마 바느질을 떨어뜨릴 뻔하였다. 머슴 사이랑에서이랑 이웃에서이랑은 아닌 밤중에 비상한 음향에 놀라 일단 잠들 이 깨기는 깨었으나 곧 그 정체를 알고는 ‘또야? …… 또!’ ‘가끔 한 번씩 저 짓거리를 해야만 밥이 잘 내리는감!’ 하고 시들하여 하면서 도로들 잠이 들어버린다. 삼월이년만은 그나마 깨지 도 안고. 혹 산에 갔다 호이랑이가 으르렁거리는 소리를 듣고 무서하는 꿈을 꾸는지 몰라도. ── “오두 발광이 날 만두 하구말구우! 날 만두 허구 말구! 보구 밴 것이 그뿐 이구말구우! 그 뿐이구 말구! 으응? ……” 어깨를 휘저으면서 구들장이 꺼지라고 밑을 구르면서 발작은 각각으로 심 하여 가 지르는 소리도 마침내 인간이라고 하기보다는 더 많이 맹수의 성난 울음에 가까운 포효였다. “서방 어리다구우! 으응? 달밤에 오두 발광 나서어! 으응? …… 자알 배워 먹었구나아! 자알 배워먹어! 으응? 으응? ……” 불끈 떨치고 일어선다. [/ADDED]"
서울에 처음 온 시골 소년의 경험과 동네 아이들의 반응이 추가됨.,"시골뜨기 내가 맨 처음 서울에 올라온 것이 이맘때였던 성 싶다. 음력 2월 초순께나 되었던지 춥기는 해도 겨울은 아니고, 그렇다고 봄도 채 되지 않은 때였다.[ADDED] 옥색 두루마기를 입고 여기 아이들 모양 다홍 제비부리댕 기도 못 드리고, 검정 토막 댕기를 드린 나를 보고 동네 아이들은, “시골뜨기 서울뜨기, 말라빠진 꼴뚜기 !” 하며 우르르 달아나곤 하는 것이었다. 무슨 영문인지를 모르는 나는 그 애들의 외는 말이 재미 가 있어 웃으면서 그 애들이 몰려가는 대로 따라 가면 그 애들은 줄달음질들을 쳐서 골목 안으로 달아나는 것이었 다. 그럴 때마다 나는 시골 우리 동네가 그립고, 박우 물게 이 뿐이며, 새 장거리 섭섭이, 필녀, 창호 이런 내 동무들이 한없이 보고 싶어졌다. 학교에도 아직 못 들고 어머니는 날마다 집주름을 데리고 집만 톺으러 다니시면, 나는 그동안 이모 아주머니와 더 불어 있어야 한다. 이 이모 아주머니는 재미있었다. 달래 그런 것이 아니라 환갑이 다된 분이 머리는 하나도 세지 는 않고, 그 대신 정수리가 무릎처럼 멘 분이 함박꽃빛 자 주 마고자를 입고 계신 것이 우습고, 또 한 가지는 방안 에 가만히 앉아서 온종일 잔소리로 일을 보시는 것이다. 할아범과 할멈을 번갈아 부르셔선 무슨 분부인진 그처럼 많다. 그런데 한 번은 밖에 손님이 오셔서, “이리 오너라.” 했다. 아주머니는 미닫이도 좀 안 열어 보고 창경(窓鏡)으 로 겨우 내다보시며, “거기 아무도 없느냐?” 하시더니, 아무 대답도 없는데, “누구신가 여쭤 봐라.” 하고 분부를 하신다.[/ADDED]"
"심문 중 자백, 형의 반응과 동경 떠나는 이야기가 추가됨.","사랑에 주렸던 이들 一[일] 형과 서로 떠난 지가 벌써 팔년이로구려. 그 금요일 밤에 Y목사 집에서 내 가 그처럼 수치스러운 심문을 받을 때에 나를 가장 사랑하고 가장 믿어 주 던 형은 동정이 그득한 눈으로 내게서 아니요!하는 힘 있는 대답을 기다 리신 줄을 내가 잘 알았소.[ADDED] 아마 그 자리에 모여 앉았던 사람들 중에는 형 한 사람을 제하고는 모두 내가 죄가 있기를 원하였겠지요. 그 김씨야 말할 것도 없거니와 그렇게 순후한 Y목사까지도 꼭 내게 있기를 바랐고 죽일 놈!하고 속으로 나를 미워하였을 것이외다. 그러나 내가 마침내, ""여러분 나는 죄인이외다. 모든 허물이 다 내게 있소이다!"" 하고 내 죄를 자백할 때에 지금까지 내가 애매한 줄만 믿고 있던 형이, ""에끼 ─ 네가 그런 추한 놈인 줄은 몰랐다."" 하고 발길로 나를 걷어찬 형의 심사를 나는 잘 알고 또 눈물이 흐르도록 고 맙게 생각하오. 만일 나를 그처럼 깊이 사랑해 주지 아니하였던들 형이 그 처럼 괴로와하고 성을 내었을 리가 없을 것이요. 그 때에 목사는 가장 동정이 많은 낯으로 내 손목을 잡으며, ""박군 ─ 회개하시오, 회개하시오."" 하고 나를 위하여 기도까지 하여 주었지마는 그보다도 형의 발길로 얻어채 인 것이 더욱 고마왔소이다. 나는 그 길로 그 누명을 뒤집어쓰고 동경을 떠났소이다. 떠나는 길에 한 번만 형을 보고 갈 양으로 몇 번이나 형의 집 앞에서 오락가락하였을까. 그 러다가도 문소리가 나면 혹 형이 나오지나 아니하는가 하여 몇 번이나 몸을 숨겼을까. 늦은 가을 동경에 유명한 궂은 비가 부슬거리는 그 침침한 골목 에서 살아서 영원히 이 세상을 하직하는 나의 행색이 얼마나 가련하였을까. [/ADDED]"
"둘의 감정적 교류와 안타까움, 서로 위로하는 장면이 추가됨."," 어떻게 찾아왔느냐는 말도 되고, 또 왜? 왔느냐는 말도 되고, 그러 나 알았다는 말도 되고 나는 대답 대신으로 표정을 지어 대답하였다.[ADDED] 적막하게. S는 고개를 숙였다. 나도 고개를 숙였다. 약속이나 한 것처럼 우리 둘은 한숨을 내어 쉬었다. S는 뜻하지 아니한 섭섭한 기쁨에 안타까왔던 것이다??때가 늦어 기쁨을 기뻐할 수 없는 안타까움.?? 나도 그냥 무턱대고 쫒아는 왔으나 막상 쫒아와서 딱 만나고 보니 만 난 기쁨이 지나고 난 그 담에 오는 것은 ‘어떡하나?’ 하는 막막한 수심 이었던 것이다. 한동안을 우리는 고개를 숙이고 있다가 이번에는 내가 입을 열었다. “내일 아침에?” 그 말에 S는 고개를 번쩍 쳐들었다. 그 눈에는 눈물이 퍽 많이 글썽 거렸다. 그렇게 눈물 어린 눈으로 나를 꽃꽃이 치어다보다가 그냥 내 무릎에 칵 엎드리면서 “왜 왔어요!” 하고 우는 것이다. 도무지 못 견뎌서 흐느껴 우는 S의 등 위에 나는 눈물을 한 방울 두 방울 떨어뜨렸다. ??그때만 해도 나도 울 수가 있었던 것이다. 울기에 늦어진 저녁을 먹고 나서 우리는 어둔 바다가 어둡게 바라보 이는 해안의 길로 나란히 나섰다. 항구는 때로는 겁나게 분잡하고 번화하나 때로는 자지러지게 적적하 고 고요하다. 우리에게는 적적한 때였었다. 바닷바람에 섞여 솩하는 물소리만이 들려온다. 멀리서 등대의 불이 쉴 새 없이 깜박거린다. 하늘에는 별들! 나가는 밴지 들어오는 밴지 항구 밖에서 “우” 처량하게 기적소리가 멀리 울린다. 이 기적소리는 그새 잠자던 우리의 회포를 또 흔들어 일으 켰다. [/ADDED]"
"옥지의 순수함과 세상 변화에 대한 우려, 이별 장면이 추가됨."," 그러나, 아직 세상물정에 접촉한 일이 없는 옥지의 지금 마음은 참으로 어 린아이의 마음이다. 조금이라도 그 마음 속에 거짓이란 것이 숨겨 있을 까 닭이 없다.[ADDED] 그러므로 이 책을 우식에게 줄 때에는 참마음과 참사랑으로 주었지마는 그 마음이 영원히 변치 않을는지는 의문이다. 어린아이 같이 순하고 착한 마음 을 영구히 가지고만 있으면 그는 성현의 말씀 대로 그 사람의 마음이란 세 상물정에 접촉하는 대로 바람에 흔들리는 갈대와 같이 요동되고 변화되는 것이다. 자, 차 떠날 시간이 차차 가까왔으니까 나는 곧 떠나야 하겠습니다. 지 금 이 자리에서 옥지씨에게 다시 부탁하는 말씀은 우리들의 맹서한 것을 굳 게 지켜 주십시오. 그런 말씀은 왜 또 하셔요. 비록 벽해가 상전이 되고 상전이 벽해가 된 들 저의 마음이 분골쇄신이 된들 우리의 굳은 언약을 저버리겠어요?…… 아 ─ 고맙습니다 고맙습니다. 그토록 말씀해 주시니 참으로 고맙습니 다. 그러면 저도 안심하고 떠나겠읍니다. 자 ─ 어서 들어가십시오. 어머님 께서 너무 기다리시겠읍니다. 그럼 안녕히 다녀오세요. 꼭 성공하고 돌아오셔요. 저는 집에서 매일 신 명께 기도하고 기다리겠읍니다. 우식은, 감사합니다. 그러면 내가 성공하고 돌아올 때까지 몸성히 계십시오. 또 어머님과 옥매씨께 못 뵙고 떠났다는 말씀이나 여쭈어 주십시오. 안녕히 다녀오세요. 네 ─ 안녕히 계십시오…… 우식이는 떨어지지 않는 발길을 억지로 떼어 정거장으로 나아갔다. 수원역 에서 차에 몸을 의지하고 앉은 우식이는 지금까지도 가슴이 울렁울렁하여 일어섰다 앉았다 한다. 이 세상에는 다정다감한 남녀 간에 이같은 이별이 종 종 있는 것이다. [/ADDED]"
"약국 주인이 돈을 요구하며 처방을 거부, 환자의 절박함과 가정의 곤란을 묘사함."," 나는 처방을 내어 놓았다. 거만스럽게 앉은 약국 주인은 처방을 보더니, “돈 이지고 왔오.”[ADDED] 하고 산판(算板)을 집어 약이(藥價)를 놓는다. 나는 그 약국 주인이 하느님같이 높이 보였다. 그러나 아니꼬운 감정도 솟았다. “돈을 못 이지고 왔읍니다. 내일 드리지요.” 하고 나는 공손히 대답하였다. “그러면 못 짓겠소.” 하고 처방을 도로 준다. “병이 급하니 좀 지어 주시오.” 나는 애원하였다. “흥 그런 잔소리 쓸데 있오? 돈만 이지고 오오.” 하고 그는 일어나 뒤 울안으로 나갔다. 나는 눈물이 앞을 이리우고 맥이 풀려서 어쩔 줄을 몰랐다. 분하기도 하였다. 나는 집으로 돌아왔다. 날은 이미 황혼이 되었다. 어둑한 방안 공기는 쓸쓸하 다. 처는 그저 부뚜막에 누웠다. “어디 갔다 오시우?” 처는 묻는다. 나는 그저, “응?” 하였다. 그러나 나는 무슨 의미로 ‘응’ 하였는지 모르겠다. 다만 그 ‘응’ 소 리는 비분과 원한의 응결된 소리였다. 나는 그밖에는 무엇이라고 대답할 수이 없 었다. 차마 약 지으러 갔다이 빈손으로 돌아왔다고는 말이 나오지 않는다. “좀 어떠오.” 나는 힘없이 물었다. “좀 관계치 않소.” 하면서 그는 몸을 강잉하여 일어앉았다. 나는 밖에 달아 떼어 어 유등(魚油燈)에 불을 켰다. 빤한 불빛은 방안을 비취었다. 그런데 어머니는 어디로 나이셨는지 아니 계시 다. 처더러 물으니, “글쎄 아까 당신이 이신 후에 곧 나이셨는데 지금까지 들어오시지 않었소.” 하고 불안한 듯이 대답한다. 나는 어머니 오시지 않는 것이 공연히 마음에 켕겼 다. [/ADDED]"
"작품에 대한 비판적 의견과 송순일씨의 ""쑥"" 작품 내용 설명이 추가됨."," 계급적으로 아무 것 취할 게 없다. 인호의 행동이 너무나 소극적이오, 보 수적인 데 이 작품은 실패하였다.[ADDED] 그리고 표현형식의 새로운 맛이 조금도 없다. 빈한한 생활의 한 토막을 여실히 묘사한댔자 사회적으로 아무러한 의미를 갖지 못한다. 오히려 일 개인의 빈궁의 원인이 불합리한 사회, 경제조직의 결함에 있다는 것을 표현하느니만 같지 못하다. 송순일씨의 쑥(""대조"") 이 분의 작품은 수삼 년 전 ""조선지광""에 게재하였던 서기생활과 윤별장의 사환등 두 편의 소설을 읽은 뒤로 나로서는 이번 쑥이라 는 작품을 처음 대하게 되었다. 쑥일편에 있어서 작자는 빈한으로 말미암아 인생비극을 낳게 한다는 것을 표현하였다. 농촌 프롤레타리아였던 홍서방이 남의 땅을 얻어 소작인 으로서 근근이 생활하다가 눈코 뜰 새 없는 일에 파묻혀 자식은 원두막에서 떨어져 죽고 아내는 미치고 해서 결국은 소작하던 농토까지 빼앗기고 하는 수 없이 조과부라는 가장 몰인정한 사람의 집 행랑살이를 하게 되었다. 하 루는 주인마님이 모깃불을 놓기 위하여 홍서방더러 쑥 한 짐을 져오라고 한 다. 홍서방은 장차 닥쳐올 비극을 모르고 자시의 손으로 스스로 빚어낼 인 생 비극을 예상치 못하고 쑥 짐을 지어다 한 옆에 놓았다. 이때에 아내는 주인의 심부름을 가고 홍서방은 밖에서 쌀 갑을 졸리는 사이에 하나 밖에 남지 않은 어린 것이 쑥 짐에 치어 그날로 죽어 버린다. 그 뒤 홍서방은 어느 수리조합 공사하는 데서 품팔이를 하다가 아내가 또 발광을 해서 이리저리 뛰돌아다닌다는 것으로 끝을 막는다. [/ADDED]"
"화자가 모르는 부인과 함께 걷고, 이야기하는 내용이 추가됨.","이제는 그의 그림자까지 알 수 없게 되었으나 아직 안된 것은 찍찍이 오 래 오래 밤 어두움이 점점 깊어갈수록 예리하게 들려왔다. 그런데 나는 행복으로 찼다.[ADDED] 쾌활한 보조로 박모(薄暮) 정적에 잠기면서 나의 팔에 몸을 안기고 있는 알지 못하는 부인과 같이 걸어갔다. 나는 될 수 있는 데까지 고상하고 염려(艶麗)하게 울리는 말소리를 들었으 나 틀렸었다. 그래서 도취한 중에도 조금만큼 오뇌하듯이 입을 다물고 있었 읍니다. 그러나 얼마 안하여 불의에 지나가는 길을 가로막는 넓은 가로에 나왔다. 그런즉 우편에 조그마한 골목이 보이었다. 거기는 아주 작은 동리를 이루 고 있었다. 어떠한 남자 하나가 지나가므로 곧, ""이 동리는 무슨 동리요"" 하고 물어본 즉 ""브지발이요"" 하였다. 나는 의심스러워서 오히려, ""무엇이요? 브지발요? 정말 그렇습니까?"" 하고 다시 물었읍니다. 그런즉 그 남자는 괴아(怪訝)한 얼굴로, ""참으로 그런데요""라 하였다. 그런즉 그 여자는 광인과 같이 웃었다. 그래서 나는 하는 수 없음으로 마차를 세내어 베르사이유에 가려 하였다. 그런즉 그 여자는, ""아니 그렇게 할 것이 없지요. 우스운 일이에요. 나는 배가 고프지 않으니 까 나는 아무리 다른 길로 돌아가더라도 관계치 않아요. 조금도 걱정은 없 어요. 우리 남편은 그대로 내버려 두어도 아무 일도 없어요. 자기가 좋을 대로 할 터이니까. 나에게는 이렇게 두세 시간일지라도 기를 펼 수 있는 것 이 얼마나 행복인지 알 수가 없어요."" 그래서 우리들은 시내가에 있는 어떠한 카페에 들어가서 특별히 조그마한 방을 빌기로 정하였다. 그 여자는 조금 술이 취하여 엷게 불그레하여졌다. [/ADDED]"
서방님이 쥐를 잡고 잔인하게 대하는 상황이 추가됨., 사흘 뒤였읍니다. 밤이 깊어서 아씨는 고요히 잠이 들고 서방님은 자리에 누워서 책을 보고 있는데 벽장 속에서 용수철 퉁기는 소리가 나자 뒤이어 찍찍 하는 쥐울음 소리가 들렸읍니다.[ADDED] 서방님은 벌거벗은 채 벌떡 일어나서 벽장문을 열었읍 니다. “이 놈!” 서방님은 만족한 웃음을 웃으면서 쥐통을 끄집어내었읍니다. “에구머니 크기도 하네!” 어느새 눈을 뜬 아씨는 이렇게 부르짖으면서 몸을 송 그렸읍니다. “굉장히 큰데! 이 놈 죽어 봐라!” 서방님은 쥐통을 마루에 내놓고 전등을 마루에 내걸었읍니다. “여보 이 놈 죽는 것을 좀 보우! 응 요놈아 우리 마누라 치마를 버려주었겠 다!” “죽이지 마셔요!” 아씨는 무섭다고 그저 나오지 않았읍니다. “앗따 대자대비두 한지고! 요놈.” 그는 부적가락으로 통 속에 든 쥐를 찔렀읍니다. 쥐는 찍 하면서 부젓가락 을 물더니 몸을 빼쳐서 나가려고 철망 구멍으로 머리를 내밀었읍니다. 그러다 솔디손 구멍으로 그 큰 대강이가 들어갈 리 없었습니다. “요놈이 아주 그래도 살겠다구!” 하면서 그는 부젓가락을 다시 뽑아서 들이질렀읍니다. 사정없는 쇠끝은 쥐 의 등을 뚫고 마루에 박혔읍니다. 쥐는 길다란 꼬리를 안으로 휘여 들이면 서 온 몸을 비틀었읍니다. 입을 딱 벌리면서 몸을 비트는 쥐는 다시 소리를 찍찍 치면서 부젓가락을 물려고 하였습니다. “이 놈!” 만면에 독기가 오른 서방님은 이를 악물고 독한 웃음을 웃으면서 다시 왼 편 손에 잡았던 부젓가락으로 불거진 쥐의 눈을 찔렀읍니다. 잔인성은 점점 폭발이 되어서 더 심한 수단을 요구하였습니다. 이때 아씨가 만일 서방님을 보았더면 그 얼굴에서 인간의 표정이라고는 털끝만치도 찾지 못하였을 것입 니다. [/ADDED]
"소녀가 복통과 각혈을 겪고, 혼자서 읽고 생각하는 상황이 추가됨.","실낙원 소녀 소녀는 확실히 누구의 사진인가 보다. 언제든지 잠자코 있다.[ADDED] 소녀는 때때로 복통이 난다. 누가 연필로 장난을 한 까닭이다. 연필은 유 독하다. 그럴 때마다 소녀는 탄환을 삼킨 사람처럼 창백하다고 한다. 소녀는 또 때때로 각혈한다. 그것은 부상한 나비가 와서 앉는 까닭이다. 그 거미줄 같은 나뭇가지는 나비의 체중에도 견디지 못한다. 나뭇가지는 부 러지고 만다. 소녀는 단정(短艇) 가운데 있었다. 군중과 나비를 피하여. 냉각된 수압이, 냉각된 유리의 기압이, 소녀에게 시각만을 남겨 주었다. 그리고 허다한 독 서가 시작된다. 덮은 책 속에 혹은 서재 어떤 틈에 곧잘 한 장의 ‘얄따란 것’ 이 되어 버려서는 숨고 한다. 내 활자에 소녀의 살결 냄새가 섞여 있 다. 내 제본에 소녀의 인두 자국이 남아 있다. 이것만은 어떤 강렬한 향수 로도 헷갈리게 하는 수는 없을……. 사람들은 그 소녀를 내 처라고 해서 비난하였다. 듣기 싫다. 거짓말이다. 정말 이 소녀를 본 놈은 하나도 없다. 그러나 소녀는 누구든지의 처가 아니면 안된다. 내 자궁 가운데 소녀는 무엇인지를 낳아 놓았으니, 그러나 나는 아직 그것을 분만하지 않았다. 이 런 소름 끼치는 지식을 내버리지 않고야 그렇다는 것이 체내에 먹어 들어오 는 연탄(鉛彈)처럼 나를 부식시켜 버리고야 말 것이다. 나는 이 소녀를 화장(火葬)해 버리고 그만두었다. 내 비공(鼻孔)으로 종이 탈 때, 나는 그런 냄새가 어느 때까지라도 저회(低徊)하면서 사라지려 들지 않았다. [/ADDED]"
"심봉사의 극심한 피로와 비탄, 회장에서의 상황 및 귀가 후 쇠약함이 추가됨.","成長[성장] 동중이 공론하여 돈 낼 사람 돈 내고, 양식이나 포백 낼 사람 양식이나 포 백 내고, 또 몸으로 와서 일할 사람 와서 일하고 하여, 형세 푼수하고는 오 히려 과분하달 건 출상을 아무려나 치렀다. 백여 대촌이라 하지만 너나없이 가난해빠진 도화동에서 그만 한 동중 설도가 나기도 한갓 곽씨 부인 당자가 생전시에 남께 실인심 아니 하고 두루 어여삐 보인 덕택이었다.[ADDED] 날이 저뭇하여 심봉사는 회장 갔던 몇몇 손님에게 부축 위로를 받으면서 집으로 돌아왔다. 아주 허탈이 되었다. 먹지도 않으면서, 사흘을 주야로 울부짖고 몸부림 치고 하였다. 오늘은 더 구나 그 경황을 하면서 상여 뒤를 따라갔다 왔다. 심신이 다 같이 극도로 지 치지 아니할 수가 없었다. 하늘만한 비탄이 그새 조금치라도 가셨을 바 없 던 것이나, 피로한 소치로 마음은 마치 언살을 만지기처럼 어리덤덤한 것 이, 노상 아픈지 달픈지 분간을 모르겠었다. 또 몸은 몸대로 수족 한 번 올 리고 내리기조차 대견하도록 기운이 시진하고 말았다. 그러고서 오직 졸릴 뿐이었다. 가까스로 집까지 당도하여 내던지듯 마룻전에 가 털썩 주저앉았다. 손님들이라야 언제까지고 옆에서 위로나 하여 주고 있을 리 없는 노릇, 한 사람 돌아가고 두 사람 돌아가고 하다 마지막 한 사람마저 돌아갔다. 하릴 없이 남은 것은 심봉사 혼자였다. 황혼은 각각으로 짙어왔다. 심봉사는 넋을 놓고 우두커니 앉아만 있다. 매양 출상한 날의 상가란, 가솔이 번다하여도 이상히 헤적적 찬바람이 돌 고 쓸쓸한 법이거든, 항차 꼬리 치고 내닫는 개짐승 한 마리 없고, 휑뎅그 레 빈 집안이리요. 흡사 여러 대 불 꺼진 집 같은 마룻전에 가 달랑 혼자서 짙어오는 황혼에, 굴건제복은 한 채, 넋을 놓고 우두커니 앉아만 있는 모양 은, 보기에도 차마 민망스런 것이 있었다. [/ADDED]"
