summary,text
미란과 영훈의 애정 이야기와 영훈이 미란을 고향에서 발견한 후의 상황이 추가됨.," 그러나 사람의 생각같이 수월하고 여러 갈래인 것은 없다. 생각은 자유로 운 것이요, 반드시 행동의 동반을 요구하지 않는 까닭이다.[ADDED] 미란은 그런 희 생의 정신 이상으로 영훈을 사랑하고 있는 것이다. 그 괴롬 속에서 돌연히 영훈을 맞이하게 되었을 때 미란은 모든 것을 잊어버리고 그의 애정 속에 머리를 묻었던 것이다. 단주와 싸운 이튿날로 영훈은 온천을 떠나 고향으로 향했다. 의외에도 자기 방을 차지하고 있는 미란을 발견했을 때 그 역 모든 것을 잊어버리고 전보다 곱절의 애정이 솟음을 억제하는 수는 없었다. 마음 속에 여러 가지 질문과 불만과 문책을 준비하지 않은 바도 아니었으나 눈앞 에 미란을 볼 때 그런 것은 자취 없이 사라지는 것이요, 사모의 정만이 솟았 다. 참으로 미란을 사랑하고 있음을 느끼며 그 정을 거역없이 받아들이는 미란의 태도에서 그 역 자기를 사랑함을 깨달으면서 두 사람은 그 순간 전 까지의 생각은 고스란히 잊어버린 것이었다. 영훈을 가야에게 맡기고 자기 한 몸은 빠지려고 생각하던 미란의 궁리가 종적 없이 사라진 것도 물론 모르 는 동안에 욕심이 마음속에 서리서리 서리어서 반성을 덮어버리고 희생의 정신을 막아 버리고 있음을 자기 자신인들 어찌 알았으랴. 영훈이 책상 위 의 가야의 편지를 발견하고 한 장 두 장 펴보게 되었을 때에야 비로소 가야 가 다시 커다란 제목으로 떠오른다. “가야에게 무슨 일이나 있을 것 같은 예감이 자꾸만 들어요.” 영훈은 마지막 노래를 눈으로 훑고 나서는 우두커니 창밖을 바라본다. [/ADDED]"
집의 처참한 상황과 아내에게 버림받은 후의 절망적인 심경이 추가됨.," 나는 집 뒤로 돌아가 보려 했다. 그러나 길은 곧장 온돌방까지 뚫린 모양 이다.[ADDED] 반 칸도 못되는 컴컴한 부엌이 변소와 마주 붙었다. 나는 기가 막혔 다. 거기도 못이 굳게 박혀 있다. 나는 기가 막혔다. 성격 파산, 무엇 때문에? 나의 교양은 나의 생애와 다름없이 되었다. 헌 누더기 수염도 길렀다. 거리. 땅. 한 번도 아내가 나를 사랑 안는 줄 생각해 본 일조차 없다. 나는 어느 틈 에 고상한 국화 모양으로 금시에 수세미가 되고 말았다. 아내는 나를 버렸 다. 아내를 찾을 길이 없다. 나는 아내의 구두 속을 들여다본다. 공복…… 절망적 공허가 나를 조롱하 는 것 같다. 숨이 가빴다. 그 다음에 무엇이 왔나. 적빈…… 중요한 오물들은 집안 사람들이 하나 둘 집어냈다. 특히 더러운 상품 가치 없는 오물만이 병균같이 남아 있었다. 하룻날, 탕아는 이 처참한 현상을 내 집이라 생각하고 돌아와 보았다. 뜰 앞에 화초만이 향기롭게 피어 있다. 붉은 열매가 열린 것도 있었다. 그러나 가족들은 여지없이 변형되고 말았고, 기성을 발하여 욕지거리다. 종시 나는 암말 없었다. 이미 만사가 끝났기 때문이다. 나는 혼자서 손바닥만 한 마당에 내려서서 주위를 둘러본다. 내 손때가 안 묻은 물건은 하나도 없다. 나는 책을 태워 버렸다. 산적했던 서신을 태워 버렸다. 그리고 나머지 나 의 기념을 태워 버렸다. 가족들은 나의 아내에 관해서 나에게 질문하거나 하지는 안는다. 나도 말하지 안는다. [/ADDED]"
조선의 교육 현실과 상급 학교 진학 어려움에 대한 비판이 추가됨.,"학교 당국자 아니라도 혹자는 말하리라. 학교 졸업생이란, 더구나 중학 정 도의 졸업이란 월급 자리 얻기 위한 것이 아니라 사회 일원으로의 인격적 기초를 갖추기 위한 것이라고…….[ADDED] 그러나 그것은 조선 사람으로서 할 말이 못된다. 6만 3천 명의 보통 학교 졸업생 중에 4만 6천 명이 밥벌이를 구하 러 가는 조선이 아니냐? 1천 7백 50명의 고보 졸업생 중에 상급 학교에 가 는 사람이 4백 70명밖에 못되는 조선이 아니냐? 상급 학교에 입학될 만한 준비 ─ 이것을 빼놓고는 다른 것이 전혀 없다고 하여도 과언이 안될 것이 지금의 남녀 고등 보통 학교이다. 위에 있는 숫 자에 의하여 바꾸어 말하면 상급교에 갈 4백 40명을 위하여 존재해 있는 학 교라고 이렇게 말할 수 있는 것이다. 1천 7백 명 중의 1천 3백 명을 안중에 두지 않고 단 4백 70명을 위하여 필요한 것을 나머지 1천 3백 명에게도 그 냥 강제하여 주입하고 있는 것이다. 이것은 학교 당국으로서 크게 생각할 문제일 것이어니와 먼저 학생들로서는 어찌해야 할 것이겠는가? 수업료를 내지 못하였다 하여 사부(師父) 라고 믿던 교원에게 등을 밀리어 내 학교를 쫓겨나오는 학생들, 한 학년간 중에도 몇 번씩 그 꼴을 당하는 학생들. 대체 얼마나 굉장한 것을 가르치는 것이며, 얼마나 고마운 것을 배우기에 저다지 모진 악을 쓰면서 배우겠다는 것인가. 제삼자로서 이런 생각을 하게 되는 때가 종종 있다. 그렇다. 대체 무엇을 가르치는 것이며, 무엇을 배우러 집 팔아 가면서 덤벼드는 것이냐.[/ADDED]"
"바울의 고백과 죄에 대한 투쟁, 그리고 인간의 내적 모순에 관한 설명이 추가됨.","바울은 과거 2천 년간 을 통하여 최대한 기독신자였다. 그런데 저는“…대개 율법에 탐내지 말라 하지 아니하였다면 내가 탐심을 깨닫지 못하였으리 라”(7.[ADDED]7) 하며 “대개 우리가 율법은 신령한 줄로 알거니와 오직 나는 육체에 속하여 죄 아래 팔렸느니라”(14절) 하여 인류의 고귀한 도덕률을 향하여 분 투 노력으로써 그 완성을 기하다가 드디어 십계명 제10조의 “너는 탐내지 말라”는 일구 앞에는 나는 죄인 중에 괴수니라고 탄식하고 항복하지 아니치 못한 것이었다. 바울은 이에 그 진성한 노력의 결과로써 자기 안에 기이한 모순이 있음을 발견하였다. 대개 내가 행하는 것을 내가 알지 못하노니 내가 원하는 것은 행초 지 아니하고 도리어 미워하는 그것을 행함이라. 이제는 내 행하는 것이 내가 행하는 것이 아니요, 오직 내 속에 거하는 죄가 행하는 것이라. 대개 내 속 곧 내 육체 속에 선한 것이 하나도 거하지 아니하는 줄을 아 노니 선행하기를 원하는 마음은 내게 있으나, 그대로 이루는 것은 없도다. … 대개 내 속 사람으로는 하나님의 법을 즐거워하되 다못 지체 중에 다른 법 있는 것을 보매 내 마음의 법과 싸워 나를 사로잡아 나의 지체에 있는 죄의 법에 복종케 하도다.(로마 7.15 이하) 선을 원하는 생각은 있으나 악을 행하는 자아가 굳세게 자리 잡아 완전히 그 권세하에 포로되어 있음을 발견한 것이다. 이것은 바울의 경험인 동시에 또한 모든 진실한 자의 경험이다. 어거스틴이 그러하였고 번연(버니언[Bunyan])이 그러하였고 또 우리 자신도 이것은 부인할 수 없는 각자의 사실이다.[/ADDED]"
"연애와 혁명 중 선택을 고민하며, 평범한 삶과 죽음을 거부하는 열망이 추가됨.", 내 앞에는 두 길밖에 없다. 혁명(革命)이냐?[ADDED] 연애(戀愛)냐? 이것뿐이다. 극도의 반역이 아니면 극도의 열애 속에 묻히고 싶다. 그러나 내게는 연애가 없다. 아니 있기는 하나 그것은 사야만 된다. 나는 연애를 사려고 하지 않는다. 그러니 내게는 반역뿐이다. 나는 평평범범하게 살고 싶지 않다. 등이 휘이도록 무거운 짐을 지거나 발바닥이 닳도록 먼 길을 걷거나 심장이 약동하도록 높은 산에 뛰어오르거나 가슴이 터지도록 넓은 뜰에서 소리를 치거나 독한 술에 취하거나 뜨거운 사랑의 품에 안기거나─이렇게 지내고 싶다. 삶을 평평범범하게 요구치 않는 나는 죽음도 평평범범하게 요구치 않는다. 칼이나 창에 심장을 찔리거나 이 머리를 담벼락에 탕탕 부딪치거나 높다란 벼랑 끝에서 떨어져 피투성이 되거나 뜨거운 사랑에 녹아 버리거나─이렇게 죽고 싶다. 총이나 아편에는 죽고 싶지 않다. 병이거든 호열자 그렇지 않거든 급성 폐렴에 죽고 싶다. 나는 죽음을 즐기지 않는다. 그렇다고 죽음을 두려워하지 않는다. 나는 삶을 사랑한다. 그렇다고 오래 살기를 원치 않는다. 나는 내가 왜 났느냐 하는 것도 알고 싶지 않다. 죽어서 어디로 가느냐 하는 것도 알고 싶지 않다. 이 세상에 났으니 내가 이 세상에 있는 날까지 힘과 정성을 다 할 것이다. 나는 늘 내 생활을 창조하고 싶다. 파란곡절이 많도록 창조하고 싶다. 산속에 흐르는 맑은 샘같이 어떤 때는 여울이 지고 어떤 때는 폭포가 되고 어떤 때는 목메인 소리를 내고 싶다. [/ADDED]
수철이 계집아이에게 구두를 준 후 편지들을 확인하며 하루를 보내는 내용이 추가됨.," “얘야, 순실아.” “네?”[ADDED] 계집아이가 왔다. “너 몇 살이냐?” “열두 살이에요.” “너무 적군.” 그는 구두를 내려다보았다. 그리고 계집애의 발을 보았다. 이렇게 서너 번 번갈아 보고, 수철이는 계집애의 발밑에 그 구두를 던졌다. “에따, 너 가져라. 이담에 시집갈 때 신어라.” 계집애의 눈은 동그랗게 되었다. 동그랗게 된 눈으로 수철이와 구두를 번 갈아 보다가, “싫어요.” 하고 나가려 하였다. “정말이다. 가져!” “싫어요!” “계집애두. 어른의 말을 들어야지. 못 써!” 그는 구두를 주워서 계집애의 가슴에 안긴 뒤에 내쫓았다. 그리고 기다란 안심의 숨을 내쉬고 일어섰다. “저 계집애가 인제 자라서 저 구두를 신게 되도록은 다시 내 눈에 안 뜨일 테지.” 그는 하루 종일을 유쾌히 지냈다. ‘구두를 처치했다.’ 그것은 오랫동안 미궁에 들어갔던 사건이 해결된 것과 같은 기쁨이었다. 이튿날 아침, 늦잠을 깬 수철이는 어느 틈에 머리맡에 갖다떼어 몇 장의 편지를 보기 시작하였다. 첫 장은 어떤 친구의 결혼식 초대였다. 둘째 장은 출판회사의 서적 목록이었다. 셋째 장은 무슨 자선회의 기부 권유였다. 그 는 그것을 차례로 집어던지고 넷째 장의 봉을 찢었다. 그것은 시골 사촌 누이동생의 편지였다. 오래 막혔었나이다. 일기 차차 더워오는 이때에 오빠께서는 객지에 내내 건강히 지내시는지 알고자 하나이다. 이곳은 다 평안 하오며, 수남이는 벌써 고등학교에 입학하였 사오며 수동이는 금년 봄……. 수복이는 글을 배우느라고……. 수천이는 쉬운 말은 다……. [/ADDED]"
"취중에 들려오는 노래 소리를 듣고, 동네에 새로운 거지가 있다는 대화가 추가됨."," 이때 바람결에 노래 소리가 흘려온다. 나는 마시려고 입술에 대었던 달 잠 긴 술잔을 입술에서 때면서 귀를 기울였다.[ADDED] 여러 사람들은 그저 떠든다. “가만 있게. 노래가 들리네!” 나는 크게 소리쳤다. “어디?” 하면서 여러 사람들은 하던 이야기를 뚝 그치더니, “흥! 나는 또……. 그까짓 노래는 들으나 마나 …….” 하고 K군이 떠드는 바람에 여러 사람은 또 떠들었다. 그 노래는 그리 명창 은 아니나 그때 얼근히 취한 내 귀에는 그럴 듯이 들렸다. “저게 누구야?” 나는 술을 마시고 나서 물었다. “그게?…… 요 한 달전부터 우리 동리에 그런 명물이 하나 생겼다네……. 괜히 돌아댕기면서 노래만 부르구……. 노래두 노래 같지 않은 것을…….” K군은 대답하면서 굴비를 쭉 찢었다. “뭘 하는데?” 목포서 올라온 H군도 나와 같이 궁금한지 물었다. “앗따 술이나 먹고 이야기나 하세……. 거지야 거지……. 소도둑놈 같은 거지야…….” 내 곁에 앉았던 B군은 그까짓 것은 말할 것도 없다는 듯이 툭 쏘았다. 그 바람에 나와 H군은 더 묻지도 않고 코웃음을 치면서 술을 마셨다. “하하 여러 선생님들 여기 나오셨습니다.” 하는 소리가 갯가에서 들렀다. 떠들던 우리는 그리로 눈을 주었다. 달빛이 물 같은 속에 머리 벗고 발 벗은 키 큰 사람이 섰다. 여러 사람은 아무 대답 도 없이 물끄러미 보는데 K군은, “여긴 왜 왔어……. 응…… 가!” 하고 볼 것 없다는 듯이 머리를 돌려 술을 부으면서 “별 미친 녀석이 다 왔네 …….” 하였다. [/ADDED]"
"밤에 화성, 직녀성, 벌레들을 관찰한 이야기와 전쟁 소식에 대한 묘사가 추가됨."," 어저께는 손님들이 찾아오셔서 더 못 썼소. 화성이 벌겋게 북악 가슴패기 로서 올라오는 것을 보고 잤소.[ADDED] 직녀성이 파란빛을 발하고 있는 것도 보았 소. 스코르피온의 염통 별이 덜 붉다 하는 생각도 하였소. 아침에 일어나니 날은 흐리고 바람이 부오. 양자강의 저기압이 오나 보오. 천기 예보에 말하기를, 일간 한 장마가 오리라고, 와야 아니하겠소? 마루에 전등을 켜 놓고 잤더니, 나는 벌레들이 많이 들어와서 더러는 벽에 붙어서 자고, 더러는 마루에 떨어져서 죽었소. 조그만 놈, 큰놈, 동글한 놈, 길죽한 놈, 옥색, 비취빛, 노랑이, 얼룩이, 참말 가지각색이어서 두 놈도 같 은 것은 없는 것 같소. 그 중에도 비취빛 나는 나비가 참 가련하오. 손을 대면 깜짝 놀라서 그 보드라운 날개를 팔락거리고 서너 걸음 날아가오. 그 러나 밤새 번뇌에, 애욕의 기쁨과 설움에 지쳐서 기운들이 없는 모양이오. 마루에 죽어 떨어진 시체들은 비로 쓸어도 가만히 있는데, 그 중에 어떤 나비는 아직도 생명이 조금 남아서 파딱파딱하다가 도로 쓰러지고, 어떤 놈 은 기운을 내어서 날아가오. 그러나, 그들은 다 제가 할 일을 하고 이 몸을 벗어버리고 간 것이오. 나는 전장을 생각하였소. 그저께 수와 토우(汕頭[산두])가 점령이 되었는 데, 적국이 내어버린 시체가 육백, 우리 군사 죽은 이가 스물 둘 상한 이가 사십 명이라오. 내 눈 앞에는 피 흐르는 시체가 보이고, 붕대 동인 군사가 보이오. 나는 머리를 숙이고 눈을 감고 그네를 위하여서 빌었소. [/ADDED]"
경수가 아내에게 퉁명스럽게 대답한 후 후회하며 다정하게 아내를 위로하는 내용이 추가됨.," 경수는 돌아누운 대로 꼼짝하지 않고 또 깊은 생각에 잠겼다. “여보!” 잠잠하던 아내는 경수를 부른다.[ADDED] 그 소리는 가까스로 입 밖에 흘러나오는 듯이 미미하다. “또 어째 그러오?” 경수는 낯을 찡그리고 휙 일어나면서 역증 나게 대답했다. 그러나 그것은 아내의 부르는 것이 역증이 나거나 귀찮아서 그런 것이 아니었다. 가슴에 알지 못할 불쾌한 감정이 울근불근할 제 제 기분에 못 겨워서 그렇게 대답한 것이다. 그 아내는 벌떡 일어나는 경수를 보더니 아무 소리 없이 눈을 스르르 감는 다. 감은 그 눈으로부터 굵은 눈물이 뚤뚤 흘러 해쓱한 뺨을 스치고 거적자 리에 떨어진다. 그것을 볼 때 경수의 가슴은 몹시 쓰렸다. 일 없이 퉁명스럽 게 대답한 것이 후회스러웠다. 자기를 따라 수천리 타국에 와서 주리고 헐 벗어서 병나 드러누운 아내에게 의약을 못 써 주는 자기가 말로라도 왜 다 정히 못해 주었을까? 하는 생각이 치밀 때, 그는 죄송스럽고 애절하고 통 탄스러웠다. 이때 그 아내가 일어나서 도끼로 경수의 목을 자른다 하더라도 그는 순종하였을 것이다. 그는 아내를 얼싸안고 자기의 잘못을 백번 사례하 고 싶었다. “여보! 어디 몹시 아프우?” 경수는 다정스럽게 물으면서 곁으로 갔다. “야 이거 또 풍(風)이 이는 게다.” 불을 때고 올라와서 학실이를 재우던 어머니는 며느리의 낯을 보더니 겁난 믁소리로 부르짖는다. 이를 꼭 아문 병인의 이마에는 진땀이 좁쌀같이 빠직빠직 돋았다. 사들사 들한 두 입술은 시우쇠빛같이 파랗다. [/ADDED]"
남편이 경찰에 잡혀간 이유를 알 수 없어 경찰서를 찾아간 강진사 마누라의 행동이 추가됨.,"자기 남편의 성미와 행동을 잘 아는 그에게는 도저히 상상으로는 짐작할 수 가 없었다. 마음이 유순하고 성미가 눅은 사람이 남하고 시비를 할 리도 없 고 오십이 되도록 돈 한 푼 주변성이 없던 사람이 별안간에 남을 속이어 재 산을 탐낼 위인도 아닌데 경찰서에서 육칠 인 씩이나 와서 큰 죄인을 잡아 가는 듯이 시위를 하는 것이 도무지 알 수가 없었다.[ADDED] 시체의 사리를 아는 사람 같으면 딴 길을 뚫어서라도 경찰서에 그 내용을 탐문해 볼 수도 있겠 지마는 순연한 구식 가정의 여인이라 그러한 주변도 없어서 한참 동안 떨리 는 가슴을 움켜지고 맥맥하게 섰다가 두 어린 것을 달래서 집을 보게 하고 강진사 마누라는 살이 부러진 목양산을 꺼내 짚고 ××경찰서를 찾아 갔다. 평생에 처음 가는 곳이라 그에게는 어떤 곳이 경찰서인지 알 길이 없었다. 이 사람 저 사람에게 물어서 겨우 ××서 앞에까지 왔다. 돌층계 위네 시뻘 건 벽돌집이 높다랗게 서 있는 그 대문 앞에 젊은 순사가 칼자루를 움켜쥐 고 장승 같이 서 있다. 강진사 마누라는 쳐다보기만 해도 몸이 떨릴 만치 무시무시하였다. 층대에는 올라간 용기가 나지 않아서 턱 아래에 세운 게시 판 앞에서 서성거리고 섰다. 나오고 들어가는 사람들이 모두 양복을 입은 사람 뿐이요 조선 사람 같아 보이지는 아니하여 말을 붙일 수도 없었다. 얼마 동안 서성거리고 있는 중에 흰 두루마기를 입은 사람이 그 대문 안에 서 나오는 것을 보고 강진사의 마누라는 “여보세요. 여기 잡혀온 사람을 어떻게 해야 해요?” 하며 얼굴에 근심이 가득한 빛으로 물었다. 무심히 나 오던 그 사람은 별안간에 걸음을 주춤하며 “글쎄요, 나도 자세히 모르겠는 데요. 저 위에 있는 순사더러 물어 보시지요” 하며 지나갔다. [/ADDED]"
안협집과 삼돌이가 뽕을 따다가 들켜 삼돌이는 도망가고 안협집은 붙잡히는 장면이 추가됨.,"뽕밭에 왔다. 삼돌이란 놈이 철망으로 울타리 한 것을 들어 주어 안협집이 먼저 들어가고 나중으로 삼돌이란 놈은 그 무서운 다리를 성큼하여 그 안으 로 들어갔다.[ADDED] 들어가다가 발 아래 삭정이 가지를 밟아서 우지끈 소리가 나 고 조용하였다. 삼돌이는 손에 익어서 서슴지 않고 따지마는 안협집은 익지도 못한 데다가 마음이 떨리고 손이 떨려서 마음대로 안된다. 삼돌이는 뽕을 따면서도 아따가 안협집을 꾈 궁리를 하지마는 안협집은 이 것 저것을 잊어버리고 손에 닥치는 대로 뽕을 땄다. 얼마 쯤 땄다. 갑자기 안협집의 뒤에서, ""누구야!"" 하고 범 같은 소리를 지르는 남자 소리가 안협집의 간담을 서늘하게 하였 다. 삼돌이란 놈은 길이나 되는 철망을 어느 결에 뛰어 넘었는지 십여 간통이 나 달아나서 안협집을 불렀다. ""어서 와요. 어서, 어서."" 그러나 안협집은 다리가 떨려서 빨리 나와지지를 않는다. 그러나 죽을 힘 을 다하여 달아나려고 한 아름 잔뜩 땄던 뽕을 내던지고 철망으로 기어 왔 다. 철망을 기어 나오기는 나왔으나 치맛자락이 걸려서 잡아당긴다. 거기에 더 질겁을 해서 그대로 쭉 찢고 나오려 할 때, 때는 이미 늦었다. 뽕 지키 던 남자는 안협집을 잡았다. ""이 도독년! 남의 뽕을 네것같이 따 가? 온 참, 이년! 며칠째냐, 벌써? 이렇게 남의 것이라고 건깡깡이로 먹으면 체하지 않을 줄 알았더냐! 저리 가자."" 안협집은, ""살려 주소. 제발 잘못했으니 살려만 주소. 나는 오늘이 처음이요. 저 삼 돌이란 놈이 날마다 따 갔지 나는 죄가 없쇠다"" 하고 손이 발이 되도록 빈다. [/ADDED]"
첨지와 아내의 일상생활과 아내가 첨지를 은인으로 섬기며 살아온 배경이 추가됨.,"말만 논이지 전쟁이 일어난 후로는 두 번밖에 모를 꽂아보지 못하고 메밀을 심어 서 마지기와 따비밭 한 뙈기를 부칠 때에나 동리 사람들 눈에 띄었지 그밖에는 언제 나가서 언제 돌아오는지 며칠씩 먼빛으로도 못 보는 날이 퍼 언했다. 첨지는 언제나 아내와 같이 일어난다.[ADDED] 아내와 같이 부엌에 들어가 서 불도 때주고 물도 길어다주고 상도 보아준다. 대개는 부뚜막에서 같이 밥을 먹는다. 시래기국이라도 끓여야 상이랍시고 보아 그것도 대개 부엌 바 닥에서 트레방석을 깔고 앉아 먹어치운다. 그러고는 앞서거니 뒤서거니 아 내를 데리고 산으로 올라가는 것이다. 첨지 아내는 투실투실하게 생긴 밉도 곱도 않은 중년 부인이다. 어려서 출 가를 했다가 철나자 학교 공부를 한 남편한테 소박을 맞고 시앗을 보고서도 오 년 동안이나 잠자코 부엌데기 노릇을 했건만 시앗의 요사는 날로 늘어가 고 남편의 학대는 날로 심해서 갈아입을 옷 한 벌만을 꾸려 싸가지고 드난 이나 살까 해서 나왔던 길에 첨지와 중신이 된 것이다. 재물도 그는 탐하지 않았고 고생도 겁을 내지 않았다. 남편이 거들떠보아 주면 했고 거들떠보지 는 않더라도 쫓아내지만 말아주면 오직 ─ 이것만을 빌며 살아온 여인이다. 그는 첨지를 은인으로 섬겼다. 부처님 이상, 하느님 이상 받들었다. 자기도 굶고서도 잘 먹었노라 새꽤기를 잘라서 이를 쑤시는 것을 볼 때마다 그는 눈물이 글썽해진다. 읍내로 새벽 나무를 팔러 갔다가는 납반 지니 댕기감이 니 사 들고 와서는 아이들처럼 좋아한다. 든직은 하나 잔재미가 없는 아내 는, “누가 그런 거 사오랬나.” 너무 고마워서 핀잔을 주는 것이건만 첨지는 혹여 아내가 자기를 지금의 고생살이를 달가워하지 않는 것이나 아닌가 싶어 우울해지던 것이다. [/ADDED]"
자연교육의 필요성과 아이들과 함께하는 자연 속에서의 교육 경험이 추가됨.,"자연교육 (수필) 교육이란 여러 가지 종류가 있지마는 그 중 가장 필요한 것이 자연교육이 라고 나는 생각한다. 분명해질수록, 과학과 기계가 발달해질수록 이 자연교 육을 누구나 등한히 취급하는 경향이 많은 것은 유감이다.[ADDED] 그래서 인류의 두뇌가 기계화하고 아무런 여유와 윤택이 없으며 신체도 허약해지는 것이 다. 나는 여기에 통절히 느낀 바 있어 시간 있는 대로 아이들을 데리고 하이킹 을 하며, 산으로 물로 끌고 다니면서 내가 아는 도정의 자연교육을 지성껏 해본다. 자연 속에는 모든 진리가 풍부히 감추어 있고, 자연에서 배울 것이 무진장 이다. 과학이니 학문이니 생각하면 결국 자연 속의 진리에서 나온 일 부문 에 지나지 않고, 곧 자연은 지식의 원천이다. 그리고 자연을 사랑하고 친할 줄 알면, 거기서 훌륭한 지식을 얻을 뿐 아 니라, 고결한 인격이 함양되고 고상한 사상을 가지게 되며 대자연을 자주 접촉하면 티끌세상(塵世[진세])에 때 묻은 가슴이 정화되고, 이욕에 좁아진 마음이 넓어지는 것이다. 나는 큰 아이들을 데리고는 높고 험한 산에 올라가고, 어린아이들을 데리 고는 풀이 우거지고 맑은 물이 흐르는 들로 간다. 가서는 유 쾌히 뛰놀면서 지나가는 이야기 삼아 자연에 대한 교육을 하고, 아이들의 질문에 대답해준 다. 그것은 아이들을 기쁘게 하고 나 자신도 즐거우며, 나 역시 자연 교육 을 받는 것이다. 나는 내 몸이 죽어 이 세상을 떠날 때 물론 자녀라든지 친구라든지 이 세 상 여러 가지를 하직하는 것이 섭섭한 바 아닌 것이 아니지마는, 그 중에 가장 서운한 것은 이 아름다운 자연을 떠나는 것이다. [/ADDED]"
철판과 목편 위에 글자를 얹어 배경을 덜 보이게 한 간판의 장점이 추가됨., 복 글쎄요. 김흥호 판매점은 잡다한 형식으로 특이하나 야만인 장신술과 우열이 없을 것이며 대륙고무경성총판매점 것은 이와 같은 식으로서는 제일 낫다고 압니다.[ADDED] 어째 그런고 하니 철판에나 목편 위에 글자에 글자를 얹어 떼어 것은 글자만이 똑똑히 눈에 뜨이는 동시에 가깝게 보임이 이 형식의 장점일 것이외다. 이것에는 필요한 요건이 있으니 별것이 아니라 배경이 좋 고 그름에 있는 것이외다. 숫제 배경이 잘 보이지 않도록 만들어 떼어 이 집이 가장 낫다는 것입니다. 석 동감. 기자 한창상회，이완식상점，종성상회는 대개 비슷한 간판인데 평하실까 요. 석 추루(醜陋)한 그림으로 제작한 간판보담은 평범합니다. 평범한 그만큼 평할 양단 간의 특징이 없습니다. 복 포목점 저희끼리 모물점(毛物店)은 제대로 고무신 장사도 공론들 하고 서점도 이와 마찬가지로 간판들을 하여 놓으니 아마도 무슨 규약이 있음이 아닐까요. 특종의 현상이올시다. 기자 자작제화소(自作製靴所)라니 어느 것은 타작이 있습니까. 복 이름이야 어쨌든 간에 전체로 잘 된 것이외다. 석 단아하고 도안적인 그 간판은 그곳에서는 정제를 의미하는 것 같습니 다. 여자화 전문인 그만큼 그 간판도 산뜻하다고 할지 그러나 측면 간판은 거기에 비류(比類) 못되는군. 기자 그 다음으로는 조선 부인기예사! 그 간판이야말로 양전한 시악시 같 지 않아요? 석 간판은 꼭 그림이 아니면 안된다는 정칙이 어데 있겠습니까마는 그림 이 서양풍이어서 그렇지 기예사라는 것은 표명된 것 같고 글씨도 그 그림과 조(調)가 됩니다. 단색으로 그 만큼 눈에 띄는 듯하는 것으로는 몇째 안 갈 것 같습니다. 그러나 좀 허술해진 느낌이 없을지. [/ADDED]
허생과 변진사가 오랜 교분처럼 지기가 상합하며 조선의 운명에 대해 논의함이 추가됨.," 허생이 돌아오던 닷새 만에 변진사가 올라왔다. 둘이는 만났다.[ADDED] 허생과 변진사는 두 번째 대면이었다. 그러나 둘이는 오랜 교분이 있엇던 것처럼 지기가 상합하였다. 변진사가 허생이 비범한 인물임을 안 것과 한 가지로, 허생도 변진사가 녹록한 사람이 아닌 것을 알았었다. 첫째 변진사는 사람을 알아보는 눈이 있었다. 또, 만 냥의 큰 돈을 성명도 거주도 모르는 사람에게, 그러나마 궁한 선비에게 말 한마디로 선뜻 내어주는 것은 여는 사람과 다른 딴 보짱이 있는 사람이 아니고는 어려운 일이었다. 이런 사람이면 더불어 천하의 경륜을 논하여도 족하리라고 허생은 생각하였었다. 허생이 돌아온 뒤로, 변진사는 사흘만큼씩 닷새만큼씩 밤저녁으로, 더러는 일기 화창한 날이면 낮으로, 조촐한 술상을 들려 가지고 허생을 찾아와 밤이 깊도록, 혹은 날이 저물도록 권커니 잣거니 술을 마시면서, 이야기에 세월 가는 것을 잊고 하였다. 어떻게 하면, 조선의 정치와 나아가서는 조선 전체의 운명을 그르쳐 가고 있는 사색 당파의 싸움을 없이할 수가 있을까. 어떻게 하면, 조선이 부하고 강성한 나라가 되어 백성이 주리지 않고 편안하며 밖으로 임진왜란이나 병자호란 같은 우리의 약함을 엿보고 침노한 외난을 미리서 막을 수가 있을까. 이런 이야기로 긴 밤을 짧게 새우며, 해를 지우며 하기 무릇 몇 번일는지 몰랐다. 그러던 어느 날 밤, 변진사는 낯모를 손님 하나를 데리고 왔다. 허생이 수인사를 하고 보니, 당시에 크게 이름이 떨치고 있던 이완(李浣) 대장이었다. [/ADDED]"
